,DE4_amount_transaction,DE6_amount_cardholder_billing,amount_local,amount_tx_currency,amount_usd,DE9_conversion_rate_billing,client_baseline_amount,distance_from_home_km,hour_local,client_segment,channel,card_brand,DE2_PAN,DE3_processing_code,DE13_local_date,DE14_expiration_date,DE15_settlement_date,DE18_merchant_category_code,DE19_acquirer_country_code,DE22_pos_entry_mode,DE23_card_seq_number,DE25_pos_condition_code,DE39_response_code,DE49_currency_code_transaction,DE52_pin_data_present,DE55_emv_data_present,DE60_pos_terminal_type,DE61_pos_extended_data,DE123_pos_data_code,currency_tx_alpha,is_international,day_of_week,approved,client_home_city,is_fraud
49159,7913.0,7913.0,79.13,79.13,11.47,10000000.0,606.3,12.0,10.0,PLATINUM,POS,VISA,4795010000000000.0,0,330,3004,331.0,5193,68,72,1.0,0,0,68,N,N,POS-ATTENDED,0.0,07200N,BOB,False,Sun,True,COCHABAMBA,0.0
89469,30535.0,231757.0,2317.57,305.35,335.88,75898804.0,2095.58,2846.0,23.0,PRIVATE,ECOM,MASTERCARD,5312700000000000.0,0,610,2911,611.0,5651,724,81,2.0,59,0,978,N,N,ECOM-VIRTUAL,59.0,08159N,EUR,True,Tue,True,LAPAZ,0.0
88,149022.0,149022.0,1490.22,1490.22,215.97,10000000.0,1760.05,24.5,23.0,PLATINUM,ECOM,VISA,4795010000000000.0,0,1231,2911,101.0,5651,68,81,1.0,59,0,68,N,N,ECOM-VIRTUAL,59.0,08159N,BOB,False,Tue,True,ORURO,0.0
18062,1317284.0,1317284.0,13172.84,13172.84,1909.11,10000000.0,2041.92,23.7,10.0,BLACK,ECOM,MASTERCARD,5312700000000000.0,0,202,2805,203.0,7011,68,81,1.0,59,0,68,N,N,ECOM-VIRTUAL,59.0,08159N,BOB,False,Sun,True,SUCRE,0.0
74605,21228.0,21228.0,212.28,212.28,30.77,10000000.0,1807.43,1259.0,23.0,INFINITE,ECOM,MASTERCARD,5312700000000000.0,0,514,2707,515.0,4816,68,81,1.0,59,0,68,N,N,ECOM-VIRTUAL,59.0,08159N,BOB,False,Wed,True,ORURO,0.0
93063,92190.0,92190.0,921.9,921.9,133.61,10000000.0,2053.88,15.1,11.0,PRIVATE,ECOM,VISA,4795010000000000.0,0,617,3005,618.0,5969,68,81,1.0,59,0,68,N,N,ECOM-VIRTUAL,59.0,08159N,BOB,False,Tue,True,ELALTO,0.0
98957,607310.0,607310.0,6073.1,6073.1,880.16,10000000.0,1326.27,1.1,0.0,BLACK,POS,MASTERCARD,5312710000000000.0,0,628,2711,629.0,5944,68,51,2.0,0,0,68,Y,Y,POS-ATTENDED,0.0,05100Y,BOB,False,Sat,True,TARIJA,0.0
74614,103425.0,784996.0,7849.96,1034.25,1137.68,75900024.0,1529.99,3602.0,0.0,PLATINUM,ECOM,MASTERCARD,5312710000000000.0,0,515,2903,516.0,7011,724,81,3.0,59,0,978,N,N,ECOM-VIRTUAL,59.0,08159N,EUR,True,Thu,True,SANTACRUZ,0.0
59164,31930.0,31930.0,319.3,319.3,46.28,10000000.0,1352.18,3.3,13.0,BLACK,ECOM,MASTERCARD,5312700000000000.0,0,417,2610,418.0,4816,68,81,3.0,59,0,68,N,N,ECOM-VIRTUAL,59.0,08159N,BOB,False,Thu,True,ORURO,0.0
88104,35149.0,266780.0,2667.8,351.49,386.64,75899741.0,1086.72,5043.0,14.0,PLATINUM,ECOM,VISA,4212510000000000.0,0,608,2711,609.0,5732,724,81,2.0,59,0,978,N,N,ECOM-VIRTUAL,59.0,08159N,EUR,True,Sun,True,COCHABAMBA,0.0
93147,62416.0,62416.0,624.16,624.16,90.46,10000000.0,2340.61,4.3,14.0,PLATINUM,POS,MASTERCARD,5312710000000000.0,0,617,2909,618.0,7832,68,51,2.0,0,0,68,Y,Y,POS-ATTENDED,0.0,05100Y,BOB,False,Tue,True,LAPAZ,0.0
41693,1269413.0,1269413.0,12694.13,12694.13,1839.73,10000000.0,1989.03,7.2,19.0,BLACK,ECOM,MASTERCARD,5312700000000000.0,0,316,2804,317.0,4511,68,81,3.0,59,0,68,N,N,ECOM-VIRTUAL,59.0,08159N,BOB,False,Sun,True,ORURO,0.0
39538,210022.0,210022.0,2100.22,2100.22,304.38,10000000.0,1984.19,18.8,19.0,PLATINUM,POS,VISA,4795010000000000.0,0,312,2807,313.0,5411,68,51,1.0,0,0,68,Y,Y,POS-ATTENDED,0.0,05100Y,BOB,False,Wed,True,TARIJA,0.0
15907,10732.0,81454.0,814.54,107.32,118.05,75898248.0,685.69,5900.0,11.0,PRIVATE,POS,MASTERCARD,5312710000000000.0,0,129,2807,130.0,5651,724,51,3.0,0,0,978,Y,Y,POS-ATTENDED,0.0,05100Y,EUR,True,Wed,True,ELALTO,0.0
99550,197417.0,197417.0,1974.17,1974.17,286.11,10000000.0,1064.65,5.8,2.0,PLATINUM,POS,VISA,4212510000000000.0,0,629,2903,630.0,5311,68,51,2.0,0,0,68,Y,Y,POS-ATTENDED,0.0,05100Y,BOB,False,Sun,True,SANTACRUZ,0.0
15404,536410.0,536410.0,5364.1,5364.1,777.41,10000000.0,1657.87,568.0,14.0,PLATINUM,POS,VISA,4212510000000000.0,0,128,2610,129.0,8062,68,51,1.0,0,0,68,Y,Y,POS-ATTENDED,0.0,05100Y,BOB,False,Tue,True,LAPAZ,0.0
56551,24026.0,24026.0,240.26,240.26,34.82,10000000.0,1092.49,0.1,15.0,BLACK,ECOM,VISA,4795000000000000.0,0,412,2405,413.0,5969,68,81,1.0,59,54,68,N,N,ECOM-VIRTUAL,59.0,08159N,BOB,False,Sat,False,SUCRE,0.0
98160,83438.0,83438.0,834.38,834.38,120.92,10000000.0,958.06,8.8,12.0,BLACK,ECOM,VISA,4795000000000000.0,0,626,3001,627.0,5651,68,81,2.0,59,0,68,N,N,ECOM-VIRTUAL,59.0,08159N,BOB,False,Thu,True,POTOSI,0.0
74773,137405.0,137405.0,1374.05,1374.05,199.14,10000000.0,2293.51,18.6,9.0,BLACK,ECOM,VISA,4212510000000000.0,0,515,2905,516.0,5999,68,81,2.0,59,0,68,N,N,ECOM-VIRTUAL,59.0,08159N,BOB,False,Thu,True,COCHABAMBA,0.0
62223,62658.0,62658.0,626.58,626.58,90.81,10000000.0,1372.92,5.5,3.0,BLACK,ECOM,MASTERCARD,5312710000000000.0,0,423,2905,424.0,5967,68,81,3.0,59,0,68,N,N,ECOM-VIRTUAL,59.0,08159N,BOB,False,Wed,True,SUCRE,0.0
9810,185.0,1406.0,14.06,1.85,2.04,76000000.0,1248.85,10500.0,10.0,BLACK,ECOM,VISA,4212510000000000.0,0,118,2901,119.0,5999,724,81,3.0,59,0,978,N,N,ECOM-VIRTUAL,59.0,08159N,EUR,True,Sat,True,ELALTO,0.0
18639,107109.0,107109.0,1071.09,1071.09,155.23,10000000.0,1754.46,17.4,11.0,PRIVATE,POS,MASTERCARD,5312710000000000.0,0,203,2711,204.0,5944,68,51,1.0,0,0,68,Y,Y,POS-ATTENDED,0.0,05100Y,BOB,False,Mon,True,ORURO,0.0
41229,103163.0,103163.0,1031.63,1031.63,149.51,10000000.0,1219.73,10.9,22.0,BLACK,POS,MASTERCARD,5312710000000000.0,0,315,2710,316.0,5732,68,51,3.0,0,0,68,Y,Y,POS-ATTENDED,0.0,05100Y,BOB,False,Sat,True,LAPAZ,0.0
92474,83729.0,83729.0,837.29,837.29,121.35,10000000.0,2480.9,12.2,10.0,BLACK,ECOM,VISA,4795010000000000.0,0,616,2812,617.0,5311,68,81,2.0,59,0,68,N,N,ECOM-VIRTUAL,59.0,08159N,BOB,False,Mon,True,COCHABAMBA,0.0
32037,120173.0,120173.0,1201.73,1201.73,174.16,10000000.0,2215.98,19.9,9.0,PRIVATE,ECOM,MASTERCARD,5312700000000000.0,0,227,2803,228.0,5311,68,81,2.0,59,0,68,N,N,ECOM-VIRTUAL,59.0,08159N,BOB,False,Thu,True,COCHABAMBA,0.0
1429,6747.0,51207.0,512.07,67.47,74.21,75895953.0,750.98,8446.0,10.0,BLACK,MOTO,MASTERCARD,5312700000000000.0,0,103,2706,104.0,5967,250,10,3.0,8,0,978,N,N,MOTO-CLERK,8.0,01008N,EUR,True,Fri,True,SUCRE,0.0
72915,188850.0,188850.0,1888.5,1888.5,273.7,10000000.0,1974.59,19.5,1.0,PRIVATE,ECOM,VISA,4795010000000000.0,0,512,2706,513.0,5651,68,81,1.0,59,0,68,N,N,ECOM-VIRTUAL,59.0,08159N,BOB,False,Mon,True,COCHABAMBA,0.0
63958,150576.0,1038977.0,10389.77,1505.76,1505.76,69000172.0,2235.45,7642.0,6.0,PRIVATE,POS,VISA,4795010000000000.0,0,426,2707,427.0,5944,840,71,1.0,0,0,840,Y,Y,POS-ATTENDED,0.0,07100Y,USD,True,Sat,True,LAPAZ,0.0
98554,50032.0,50032.0,500.32,500.32,72.51,10000000.0,1143.28,12.0,7.0,BLACK,POS,VISA,4795010000000000.0,90000,627,2812,628.0,5651,68,21,2.0,0,0,68,Y,N,POS-ATTENDED,0.0,02100Y,BOB,False,Fri,True,SANTACRUZ,0.0
63599,14783.0,14783.0,147.83,147.83,21.42,10000000.0,781.53,2.2,13.0,PRIVATE,ECOM,VISA,4212500000000000.0,0,425,2901,426.0,5967,68,81,3.0,59,0,68,N,N,ECOM-VIRTUAL,59.0,08159N,BOB,False,Fri,True,SUCRE,0.0
91461,9617.0,72994.0,729.94,96.17,105.79,75901008.0,1325.94,6716.0,13.0,BLACK,POS,VISA,4212500000000000.0,0,614,2811,615.0,5999,724,51,3.0,0,0,978,Y,Y,POS-ATTENDED,0.0,05100Y,EUR,True,Sat,True,POTOSI,0.0
5374,362585.0,362585.0,3625.85,3625.85,525.49,10000000.0,1667.19,11.2,11.0,PRIVATE,POS,VISA,4795010000000000.0,0,110,2804,111.0,8062,68,71,2.0,0,0,68,Y,Y,POS-ATTENDED,0.0,07100Y,BOB,False,Fri,True,ELALTO,0.0
81631,1667261.0,76694.0,766.94,16672.61,111.15,460000.0,1407.56,9192.0,18.0,PRIVATE,MOTO,VISA,4795010000000000.0,0,527,2910,528.0,5969,392,10,3.0,8,0,392,N,N,MOTO-CLERK,8.0,01008N,JPY,True,Tue,True,COCHABAMBA,0.0
12891,258514.0,258514.0,2585.14,2585.14,374.66,10000000.0,640.08,21.8,23.0,PRIVATE,POS,VISA,4212500000000000.0,0,123,2704,124.0,5944,68,21,2.0,0,0,68,Y,N,POS-ATTENDED,0.0,02100Y,BOB,False,Thu,True,COCHABAMBA,0.0
93441,73897196.0,536727.0,5367.27,738971.96,777.87,72631.0,1741.23,6412.0,0.0,PLATINUM,POS,VISA,4212510000000000.0,0,618,2903,619.0,5732,152,51,2.0,0,0,152,Y,Y,POS-ATTENDED,0.0,05100Y,CLP,True,Wed,True,TARIJA,0.0
61562,27426.0,189237.0,1892.37,274.26,274.26,68999124.0,1858.6,4567.0,18.0,PLATINUM,ATM,VISA,4795010000000000.0,10000,421,2808,422.0,6011,840,51,3.0,0,0,840,Y,Y,ATM-UNATTENDED,0.0,05100Y,USD,True,Mon,True,TARIJA,0.0
2662,260282.0,260282.0,2602.82,2602.82,377.22,10000000.0,2250.85,9.3,14.0,PLATINUM,ECOM,MASTERCARD,5312700000000000.0,0,105,2610,106.0,5732,68,81,2.0,59,0,68,N,N,ECOM-VIRTUAL,59.0,08159N,BOB,False,Sun,True,SUCRE,0.0
62248,171054.0,171054.0,1710.54,1710.54,247.9,10000000.0,1896.2,1427.0,5.0,PLATINUM,ATM,VISA,4795010000000000.0,10000,423,2810,424.0,6011,68,51,1.0,0,0,68,Y,Y,ATM-UNATTENDED,0.0,05100Y,BOB,False,Wed,True,TARIJA,0.0
73133,205316.0,205316.0,2053.16,2053.16,297.56,10000000.0,2362.44,20.3,11.0,BLACK,ECOM,MASTERCARD,5312700000000000.0,0,512,2708,513.0,7011,68,81,3.0,59,0,68,N,N,ECOM-VIRTUAL,59.0,08159N,BOB,False,Mon,True,ELALTO,0.0
22741,194122.0,194122.0,1941.22,1941.22,281.34,10000000.0,1818.57,20.9,16.0,PRIVATE,ECOM,VISA,4212500000000000.0,0,210,2907,211.0,5311,68,81,3.0,59,0,68,N,N,ECOM-VIRTUAL,59.0,08159N,BOB,False,Mon,True,SANTACRUZ,0.0
17728,110391.0,110391.0,1103.91,1103.91,159.99,10000000.0,1777.42,24.4,16.0,PRIVATE,ECOM,VISA,4795000000000000.0,0,201,2912,202.0,5311,68,81,2.0,59,0,68,N,N,ECOM-VIRTUAL,59.0,08159N,BOB,False,Sat,True,SANTACRUZ,0.0
3166,15769.0,108807.0,1088.07,157.69,157.69,69000570.0,626.26,3751.0,12.0,BLACK,ECOM,VISA,4795000000000000.0,0,106,2701,107.0,4511,840,81,1.0,59,0,840,N,N,ECOM-VIRTUAL,59.0,08159N,USD,True,Mon,True,ORURO,0.0
82190,254607.0,254607.0,2546.07,2546.07,369.0,10000000.0,2422.07,2.0,20.0,INFINITE,ATM,VISA,4795000000000000.0,10000,528,2909,529.0,6011,68,51,3.0,0,0,68,Y,Y,ATM-UNATTENDED,0.0,05100Y,BOB,False,Wed,True,ORURO,0.0
13817,40027.0,40027.0,400.27,400.27,58.01,10000000.0,727.03,19.3,14.0,PRIVATE,POS,VISA,4795010000000000.0,0,125,2709,126.0,5812,68,51,3.0,0,0,68,Y,Y,POS-ATTENDED,0.0,05100Y,BOB,False,Sat,True,LAPAZ,0.0
70420,132425.0,132425.0,1324.25,1324.25,191.92,10000000.0,1254.65,9.4,13.0,PLATINUM,ECOM,VISA,4212500000000000.0,0,507,2908,508.0,5967,68,81,1.0,59,0,68,N,N,ECOM-VIRTUAL,0.0,08159N,BOB,False,Wed,True,SANTACRUZ,0.0
27167,72499.0,72499.0,724.99,724.99,105.07,10000000.0,2394.28,7.5,14.0,BLACK,POS,VISA,4212510000000000.0,0,218,2809,219.0,5541,68,51,2.0,0,0,68,Y,Y,POS-ATTENDED,0.0,05100Y,BOB,False,Tue,True,LAPAZ,0.0
67341,35978.0,35978.0,359.78,359.78,52.14,10000000.0,1215.9,2.7,4.0,PRIVATE,POS,VISA,4795010000000000.0,0,502,2712,503.0,5921,68,51,1.0,0,0,68,Y,Y,POS-ATTENDED,0.0,05100Y,BOB,False,Fri,True,ELALTO,0.0
78058,113008.0,113008.0,1130.08,1130.08,163.78,10000000.0,890.87,21.1,10.0,PRIVATE,ECOM,VISA,4795010000000000.0,0,521,2612,522.0,5311,68,81,2.0,59,0,68,N,N,ECOM-VIRTUAL,59.0,08159N,BOB,False,Wed,True,POTOSI,0.0
70959,19891072.0,144472.0,1444.72,198910.72,209.38,72631.0,1738.68,2081.0,13.0,PLATINUM,POS,VISA,4795010000000000.0,0,508,2805,509.0,5812,152,51,3.0,0,0,152,Y,Y,POS-ATTENDED,0.0,05100Y,CLP,True,Thu,True,ORURO,0.0
66014,69953.0,69953.0,699.53,699.53,101.38,10000000.0,2059.74,2.4,18.0,PRIVATE,POS,VISA,4795000000000000.0,0,429,3002,430.0,5814,68,51,3.0,0,0,68,Y,Y,POS-ATTENDED,0.0,05100Y,BOB,False,Tue,True,LAPAZ,0.0
41568,730117.0,730117.0,7301.17,7301.17,1058.14,10000000.0,2127.31,21.5,14.0,BLACK,ECOM,MASTERCARD,5312710000000000.0,0,316,2808,317.0,7011,68,81,3.0,59,0,68,N,N,ECOM-VIRTUAL,59.0,08159N,BOB,False,Sun,True,COCHABAMBA,0.0
34073,4782.0,36296.0,362.96,47.82,52.6,75901296.0,1151.72,7469.0,2.0,PLATINUM,POS,VISA,4795010000000000.0,0,303,2609,304.0,7832,250,51,3.0,0,0,978,Y,Y,POS-ATTENDED,0.0,05100Y,EUR,True,Mon,True,POTOSI,0.0
1469,49600.0,49600.0,496.0,496.0,71.88,10000000.0,1178.65,19.9,11.0,BLACK,POS,VISA,4212510000000000.0,0,103,2612,104.0,5812,68,71,3.0,0,0,68,Y,Y,POS-ATTENDED,0.0,07100Y,BOB,False,Fri,True,TARIJA,0.0
28917,55718739.0,404694.0,4046.94,557187.39,586.51,72631.0,1677.74,3950.0,16.0,PRIVATE,MOTO,MASTERCARD,5312710000000000.0,0,221,2709,222.0,4511,152,10,3.0,8,0,152,N,N,MOTO-CLERK,8.0,01008N,CLP,True,Fri,True,SANTACRUZ,0.0
19168,346939.0,346939.0,3469.39,3469.39,502.81,10000000.0,1140.77,22.3,9.0,PRIVATE,ECOM,VISA,4212510000000000.0,0,204,2703,205.0,7011,68,81,1.0,59,0,68,N,N,ECOM-VIRTUAL,59.0,08159N,BOB,False,Tue,True,SUCRE,0.0
92218,223663.0,223663.0,2236.63,2236.63,324.15,10000000.0,1285.19,9.3,20.0,BLACK,ECOM,VISA,4212500000000000.0,0,615,2707,616.0,5732,68,81,3.0,59,91,68,N,N,ECOM-VIRTUAL,59.0,08159N,BOB,False,Sun,False,ELALTO,0.0
3187,31224.0,31224.0,312.24,312.24,45.25,10000000.0,849.77,1102.0,13.0,PLATINUM,POS,VISA,4212510000000000.0,0,106,2910,107.0,5541,68,51,3.0,0,0,68,Y,Y,POS-ATTENDED,0.0,05100Y,BOB,False,Mon,True,TARIJA,0.0
62885,159624.0,159624.0,1596.24,1596.24,231.34,10000000.0,2455.32,9.4,8.0,PLATINUM,ATM,VISA,4212510000000000.0,10000,424,3001,425.0,6011,68,51,1.0,0,0,68,Y,Y,ATM-UNATTENDED,0.0,05100Y,BOB,False,Thu,True,COCHABAMBA,0.0
85044,259107.0,1966622.0,19666.22,2591.07,2850.18,75899995.0,2392.22,5278.0,6.0,PRIVATE,ECOM,MASTERCARD,5312700000000000.0,0,603,2908,604.0,4511,724,81,3.0,59,0,978,N,N,ECOM-VIRTUAL,59.0,08159N,EUR,True,Tue,True,LAPAZ,0.0
80448,155836.0,155836.0,1558.36,1558.36,225.85,10000000.0,2325.9,9.7,15.0,BLACK,POS,MASTERCARD,5312700000000000.0,0,525,2806,526.0,5812,68,10,3.0,1,0,68,N,N,POS-ATTENDED,1.0,01001N,BOB,False,Sun,True,SANTACRUZ,0.0
14384,47974.0,47974.0,479.74,479.74,69.53,10000000.0,1760.05,1083.0,16.0,PLATINUM,POS,VISA,4795010000000000.0,0,126,2911,127.0,7832,68,21,1.0,0,0,68,Y,N,POS-ATTENDED,0.0,02100Y,BOB,False,Sun,True,ORURO,0.0
81458,191547.0,191547.0,1915.47,1915.47,277.6,10000000.0,1463.5,3.5,12.0,PRIVATE,ECOM,VISA,4212510000000000.0,0,527,3002,528.0,5651,68,81,3.0,59,0,68,N,N,ECOM-VIRTUAL,59.0,08159N,BOB,False,Tue,True,ELALTO,0.0
28399,329128.0,329128.0,3291.28,3291.28,477.0,10000000.0,2355.28,0.8,17.0,PRIVATE,ECOM,VISA,4212500000000000.0,0,220,2710,221.0,5732,68,81,2.0,59,0,68,N,N,ECOM-VIRTUAL,59.0,08159N,BOB,False,Thu,True,POTOSI,0.0
45091,7388.0,50977.0,509.77,73.88,73.88,68999729.0,1911.83,7449.0,2.0,BLACK,ECOM,VISA,4795010000000000.0,0,323,3002,324.0,5311,840,81,3.0,59,0,840,N,N,ECOM-VIRTUAL,59.0,08159N,USD,True,Sun,True,COCHABAMBA,0.0
46258,580.0,4399.0,43.99,5.8,6.38,75844827.0,908.89,11366.0,7.0,BLACK,ECOM,MASTERCARD,5312710000000000.0,0,325,2610,326.0,4816,724,81,3.0,59,0,978,N,N,ECOM-VIRTUAL,59.0,08159N,EUR,True,Tue,True,COCHABAMBA,0.0
79379,353038.0,353038.0,3530.38,3530.38,511.65,10000000.0,1501.79,439.0,17.0,PRIVATE,ECOM,VISA,4212510000000000.0,0,523,2708,524.0,5311,68,81,2.0,59,0,68,N,N,ECOM-VIRTUAL,59.0,08159N,BOB,False,Fri,True,ELALTO,0.0
77909,64066.0,64066.0,640.66,640.66,92.85,10000000.0,2286.62,8.5,0.0,PRIVATE,POS,VISA,4212510000000000.0,0,521,2802,522.0,5541,68,51,3.0,0,0,68,Y,Y,POS-ATTENDED,0.0,05100Y,BOB,False,Wed,True,TARIJA,0.0
96790,103520.0,103520.0,1035.2,1035.2,150.03,10000000.0,1981.22,11.3,23.0,PLATINUM,POS,MASTERCARD,5312700000000000.0,0,623,2912,624.0,5411,68,51,2.0,0,0,68,Y,Y,POS-ATTENDED,0.0,05100Y,BOB,False,Mon,True,POTOSI,0.0
79767,7521.0,57087.0,570.87,75.21,82.73,75903470.0,2355.67,8038.0,11.0,PRIVATE,POS,MASTERCARD,5312700000000000.0,0,524,2910,525.0,5411,724,71,2.0,0,0,978,Y,Y,POS-ATTENDED,0.0,07100Y,EUR,True,Sat,True,SUCRE,0.0
6180,100800.0,100800.0,1008.0,1008.0,146.09,10000000.0,1250.29,0.5,21.0,PLATINUM,POS,MASTERCARD,5312700000000000.0,0,111,2905,112.0,5812,68,51,2.0,0,0,68,Y,Y,POS-ATTENDED,0.0,05100Y,BOB,False,Sat,True,ORURO,0.0
45151,278850.0,278850.0,2788.5,2788.5,404.13,10000000.0,2053.12,10.8,6.0,BLACK,ECOM,MASTERCARD,5312710000000000.0,0,323,2904,324.0,5732,68,81,3.0,59,0,68,N,N,ECOM-VIRTUAL,59.0,08159N,BOB,False,Sun,True,SUCRE,0.0
92880,46728.0,46728.0,467.28,467.28,67.72,10000000.0,1015.06,24.2,5.0,PLATINUM,POS,VISA,4212510000000000.0,0,617,2903,618.0,5193,68,21,1.0,0,0,68,Y,N,POS-ATTENDED,0.0,02100Y,BOB,False,Tue,True,SANTACRUZ,0.0
39487,47095.0,47095.0,470.95,470.95,68.25,10000000.0,1890.14,13.7,17.0,BLACK,ECOM,MASTERCARD,5312700000000000.0,0,312,3004,313.0,5651,68,81,2.0,59,0,68,N,N,ECOM-VIRTUAL,59.0,08159N,BOB,False,Wed,True,TARIJA,0.0
75240,439036.0,439036.0,4390.36,4390.36,636.28,10000000.0,1387.16,18.3,9.0,PRIVATE,MOTO,VISA,4212510000000000.0,0,516,2910,517.0,4511,68,10,3.0,8,0,68,N,N,MOTO-CLERK,8.0,01008N,BOB,False,Fri,True,LAPAZ,0.0
56165,672176.0,672176.0,6721.76,6721.76,974.17,10000000.0,2110.95,21.1,21.0,PRIVATE,ECOM,VISA,4795010000000000.0,0,411,2609,412.0,7011,68,81,3.0,59,0,68,N,N,ECOM-VIRTUAL,59.0,08159N,BOB,False,Wed,True,COCHABAMBA,0.0
89679,471895.0,471895.0,4718.95,4718.95,683.91,10000000.0,1323.23,18.2,10.0,PRIVATE,ECOM,MASTERCARD,5312710000000000.0,0,611,2901,612.0,7011,68,81,2.0,59,0,68,N,N,ECOM-VIRTUAL,59.0,08159N,BOB,False,Wed,True,POTOSI,0.0
36234,194596.0,194596.0,1945.96,1945.96,282.02,10000000.0,1085.28,10.3,21.0,PRIVATE,POS,VISA,4212510000000000.0,0,306,2712,307.0,5732,68,21,2.0,0,55,68,Y,N,POS-ATTENDED,0.0,02100Y,BOB,False,Thu,False,TARIJA,0.0
76340,1162087.0,53456.0,534.56,11620.87,77.47,460000.0,1142.19,2063.0,6.0,PLATINUM,MOTO,VISA,4795010000000000.0,0,518,2903,519.0,8398,392,10,2.0,8,0,392,N,N,MOTO-CLERK,8.0,01008N,JPY,True,Sun,True,TARIJA,0.0
55462,129960.0,896724.0,8967.24,1299.6,1299.6,69000000.0,1869.31,7825.0,16.0,BLACK,POS,VISA,4212500000000000.0,0,410,3004,411.0,5944,840,51,2.0,0,0,840,Y,Y,POS-ATTENDED,0.0,05100Y,USD,True,Thu,True,POTOSI,0.0
47725,102782.0,102782.0,1027.82,1027.82,148.96,10000000.0,1613.9,603.0,17.0,PLATINUM,ATM,VISA,4795000000000000.0,10000,327,2804,328.0,6011,68,51,1.0,0,0,68,Y,Y,ATM-UNATTENDED,0.0,05100Y,BOB,False,Thu,True,ORURO,0.0
7877,140347.0,140347.0,1403.47,1403.47,203.4,10000000.0,1777.82,22.1,22.0,BLACK,ECOM,MASTERCARD,5312710000000000.0,0,114,2910,115.0,5311,68,81,1.0,59,0,68,N,N,ECOM-VIRTUAL,59.0,08159N,BOB,False,Tue,True,ELALTO,0.0
15560,562085.0,562085.0,5620.85,5620.85,814.62,10000000.0,1213.57,11.0,20.0,BLACK,ECOM,MASTERCARD,5312710000000000.0,0,128,3004,129.0,7011,68,81,1.0,59,0,68,N,N,ECOM-VIRTUAL,59.0,08159N,BOB,False,Tue,True,SANTACRUZ,0.0
61210,296521.0,296521.0,2965.21,2965.21,429.74,10000000.0,967.73,2.9,8.0,PLATINUM,POS,VISA,4795010000000000.0,0,421,2704,422.0,5944,68,72,2.0,0,0,68,N,N,POS-ATTENDED,0.0,07200N,BOB,False,Mon,True,ELALTO,0.0
53661,35121.0,35121.0,351.21,351.21,50.9,10000000.0,1200.76,17.2,12.0,PRIVATE,POS,MASTERCARD,5312700000000000.0,0,407,2910,408.0,5999,68,71,1.0,0,0,68,Y,Y,POS-ATTENDED,0.0,07100Y,BOB,False,Mon,True,ORURO,0.0
16283,723123.0,723123.0,7231.23,7231.23,1048.0,10000000.0,1502.58,428.0,4.0,BLACK,POS,VISA,4795010000000000.0,0,130,2912,131.0,5944,68,51,3.0,0,0,68,Y,Y,POS-ATTENDED,0.0,05100Y,BOB,False,Thu,True,ELALTO,0.0
66615,125921.0,125921.0,1259.21,1259.21,182.49,10000000.0,1537.02,20.4,18.0,BLACK,ATM,VISA,4795010000000000.0,10000,430,2909,501.0,6011,68,51,1.0,0,0,68,Y,Y,ATM-UNATTENDED,0.0,05100Y,BOB,False,Wed,True,ORURO,0.0
5177,684856.0,684856.0,6848.56,6848.56,992.54,10000000.0,1029.48,21.1,0.0,PLATINUM,MOTO,VISA,4795010000000000.0,0,110,2905,111.0,4511,68,10,3.0,8,0,68,N,N,MOTO-CLERK,8.0,01008N,BOB,False,Fri,True,ELALTO,0.0
28178,67077.0,67077.0,670.77,670.77,97.21,10000000.0,1049.07,15.1,10.0,PRIVATE,ECOM,VISA,4212510000000000.0,0,220,2812,221.0,5967,68,81,1.0,59,0,68,N,N,ECOM-VIRTUAL,59.0,08159N,BOB,False,Thu,True,ELALTO,0.0
73959,54952.0,54952.0,549.52,549.52,79.64,10000000.0,2352.33,17.9,20.0,INFINITE,POS,MASTERCARD,5312710000000000.0,0,513,2710,514.0,7832,68,51,3.0,0,0,68,Y,Y,POS-ATTENDED,0.0,05100Y,BOB,False,Tue,True,ELALTO,0.0
26187,885870.0,885870.0,8858.7,8858.7,1283.87,10000000.0,1306.7,1.2,18.0,PLATINUM,ECOM,MASTERCARD,5312700000000000.0,0,216,2912,217.0,7011,68,81,3.0,59,0,68,N,N,ECOM-VIRTUAL,59.0,08159N,BOB,False,Sun,True,SANTACRUZ,0.0
28840,760342.0,760342.0,7603.42,7603.42,1101.94,10000000.0,2093.39,21.7,13.0,PRIVATE,ECOM,VISA,4212510000000000.0,0,221,2702,222.0,7011,68,81,1.0,59,0,68,N,N,ECOM-VIRTUAL,59.0,08159N,BOB,False,Fri,True,TARIJA,0.0
94073,263576.0,263576.0,2635.76,2635.76,381.99,10000000.0,1401.46,4.7,6.0,PRIVATE,ECOM,VISA,4212510000000000.0,0,619,2903,620.0,5311,68,81,3.0,59,0,68,N,N,ECOM-VIRTUAL,59.0,08159N,BOB,False,Thu,True,LAPAZ,0.0
66140,60711.0,60711.0,607.11,607.11,87.99,10000000.0,639.52,6.7,23.0,PLATINUM,ATM,VISA,4795000000000000.0,10000,429,2705,430.0,6011,68,21,3.0,0,0,68,Y,N,ATM-UNATTENDED,0.0,02100Y,BOB,False,Tue,True,TARIJA,0.0
